original_path,new_path,sha256,generating_script,reason,usable_for_paper
data/processed/pareto_front_hebei_central_loam.csv,data/processed/invalidated/legacy_v1/pareto_front_hebei_central_loam.csv,f665a51554c972c06fca8e2b8091bb5b62970a13b52928e422d8b64842949300,src/sim/optimize_nsga2.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/pareto_front_henan_north_loam.csv,data/processed/invalidated/legacy_v1/pareto_front_henan_north_loam.csv,c4f6f24f785558d30d9d2c51c4b7e8b3197067b669c1e85e70049d62f9b027bb,src/sim/optimize_nsga2.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/pareto_front_ningxia_irrigation_loam.csv,data/processed/invalidated/legacy_v1/pareto_front_ningxia_irrigation_loam.csv,30b9aee9df19e36b770beb730a69b7bb6c9643c9e004388dbba79de9aeedd590,src/sim/optimize_nsga2.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/pareto_front_shaanxi_guanzhong_loam.csv,data/processed/invalidated/legacy_v1/pareto_front_shaanxi_guanzhong_loam.csv,4fce2662388b131124d48207f26b8935b541fed4724d271f4ef1257199127953,src/sim/optimize_nsga2.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_beijing_plain_final.zip,data/processed/invalidated/legacy_v1/transfer_source_excl_beijing_plain_final.zip,c691e66a31b24dd683dfc89e578add9e60832bfdc2fb27758ea64613a9c15941,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_beijing_plain_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_source_excl_beijing_plain_final_vecnormalize.pkl,bd9d56029a6029af0dbb466ebd46c7c153c9ebfc4390dc9479bad4823ec67309,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_hebei_central_final.zip,data/processed/invalidated/legacy_v1/transfer_source_excl_hebei_central_final.zip,103631128b0a7e1928c00023e483773467a4098779c5e03c99617ff8ec143c06,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_hebei_central_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_source_excl_hebei_central_final_vecnormalize.pkl,a9a4dde008a335b121c05d32cfa4733bbec91cde8ae95ea5858d7b0cec5b0c35,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_henan_north_final.zip,data/processed/invalidated/legacy_v1/transfer_source_excl_henan_north_final.zip,d883a2bac071345c667ea8e8e29822da18b43eec722ccc09db27a8394a1a63e2,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_henan_north_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_source_excl_henan_north_final_vecnormalize.pkl,6be5639a74f65ad6218dbc0b2e670316efa0a2c697c8ac8023656ca848cd02a5,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_ningxia_irrigation_final.zip,data/processed/invalidated/legacy_v1/transfer_source_excl_ningxia_irrigation_final.zip,39299efa30a28ab113102137aa4fb57d9e94416951fbd5c4cc579e1e0f50c0b3,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_ningxia_irrigation_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_source_excl_ningxia_irrigation_final_vecnormalize.pkl,94ecc3fa5880219facca8d6689f4472c8f215e0088f32f3c4be2db51c375e85a,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_shaanxi_guanzhong_final.zip,data/processed/invalidated/legacy_v1/transfer_source_excl_shaanxi_guanzhong_final.zip,6fa07e73c389f8d982b551ba7e6db4245542c420e3fe12ff355774faa8b7ab0b,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_source_excl_shaanxi_guanzhong_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_source_excl_shaanxi_guanzhong_final_vecnormalize.pkl,8ee886b999f793b1fdefb574ff35e7351638793091e6e2909eed490995661bc2,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_beijing_plain_final.zip,data/processed/invalidated/legacy_v1/transfer_finetuned_beijing_plain_final.zip,3a449424505ae697a5a007ff45bf583a78c0731382bcee7d20c17e396ec0415b,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_beijing_plain_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_finetuned_beijing_plain_final_vecnormalize.pkl,e6c63b99ac10b0f402f67e5b022f2e4dab575994924fdb6d23c65794d50dc58e,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_hebei_central_final.zip,data/processed/invalidated/legacy_v1/transfer_finetuned_hebei_central_final.zip,b96a430bb73467a18ba20a1d467ca50ee8131358855ba2b4f1bb4d8bf3ed7200,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_hebei_central_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_finetuned_hebei_central_final_vecnormalize.pkl,317dba5baa7d4c3f32b96116370cb1ddac88512bf1ba30508e52d2f53db7bc10,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_henan_north_final.zip,data/processed/invalidated/legacy_v1/transfer_finetuned_henan_north_final.zip,3067f1fa0472eca2f5cc59f76500b5c29891b9e4b1853232999d8108c1aa9941,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_henan_north_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_finetuned_henan_north_final_vecnormalize.pkl,b60e3857a7ec68b9ed144b4e444709d40c9d84f7f8e49ac97693fad7e909f747,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_ningxia_irrigation_final.zip,data/processed/invalidated/legacy_v1/transfer_finetuned_ningxia_irrigation_final.zip,236a4166d28bbcd301f034c0356eb50fba811e859d6562ae5f08085db7318070,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_ningxia_irrigation_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_finetuned_ningxia_irrigation_final_vecnormalize.pkl,5e2da972a858a22482dd48a0ef48f3bd0c3f67af5e80047676a1221dd9701fa2,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_shaanxi_guanzhong_final.zip,data/processed/invalidated/legacy_v1/transfer_finetuned_shaanxi_guanzhong_final.zip,2000563b01cc0639e9a6464cf84cfc11244e94294abf305e93da82697f5bee42,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_finetuned_shaanxi_guanzhong_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_finetuned_shaanxi_guanzhong_final_vecnormalize.pkl,f4fce3b8ef480eea8dde7ce133abee2b0cfb23759b43dd815e0adbd8be483302,src/transfer/leave_one_out.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_beijing_plain_final.zip,data/processed/invalidated/legacy_v1/transfer_weighted_excl_beijing_plain_final.zip,cfb54593b1c4fd186346a92bcc88723ba686c071d7c4c44688507a45f1c3d26d,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_beijing_plain_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_weighted_excl_beijing_plain_final_vecnormalize.pkl,f2f9d4b7c7cdc487ed7f2583b1e9a59d88a863f174bd5e5bfd8f03cff69ac239,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_hebei_central_final.zip,data/processed/invalidated/legacy_v1/transfer_weighted_excl_hebei_central_final.zip,d5e1e1b9be6bc6f31fbdc61e4a9d142d3e9ec435bd95b695e7e6476592716ca9,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_hebei_central_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_weighted_excl_hebei_central_final_vecnormalize.pkl,377c5fb740793f5ca92f77fd9a4728a714a6dd646591442c2f34ab0ec4b49a51,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_henan_north_final.zip,data/processed/invalidated/legacy_v1/transfer_weighted_excl_henan_north_final.zip,2e2e4c4d5e77d03c16cb066c5a299e1ad63fbbd692a99ca1200b9df705176fcc,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_henan_north_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_weighted_excl_henan_north_final_vecnormalize.pkl,3704262fc3406fbc314d219c854b691217185eac9b14d400a405ed3c9d5889b4,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_ningxia_irrigation_final.zip,data/processed/invalidated/legacy_v1/transfer_weighted_excl_ningxia_irrigation_final.zip,5533d4b9cabd906d8b7857cea53cb3564081fea9ad0cec11338da1b4664e20de,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_ningxia_irrigation_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_weighted_excl_ningxia_irrigation_final_vecnormalize.pkl,df7000adb43f0aeff60cad79f385a943736bae9c7ff6fd9fc9ea119c1662d694,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_shaanxi_guanzhong_final.zip,data/processed/invalidated/legacy_v1/transfer_weighted_excl_shaanxi_guanzhong_final.zip,6d7a38b61df2b6ec3b20e3f0e406e1068b9e74ca52ff5151cf72029fa6c7857c,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/transfer_weighted_excl_shaanxi_guanzhong_final_vecnormalize.pkl,data/processed/invalidated/legacy_v1/transfer_weighted_excl_shaanxi_guanzhong_final_vecnormalize.pkl,5d20b2ba2e3e731c7b6ab3704e6a6e929dc54dff95f8df7bc0f800b70da2699a,src/transfer/instance_weighted.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_1000000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_1000000_steps.zip,b02ea9d946fb1beaa656eecf2dd5c51751b0d2a5d0abba783794d3cc307eed8c,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_100000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_100000_steps.zip,6f6aaea033ad14c23db3c122d8cec731738c7916cd634f4d1d72ca6330076195,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_150000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_150000_steps.zip,342cc5eb2f42bd7e41b65622a2813a683ce133bb1719e61004ab4dcd0dc4bd8b,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_200000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_200000_steps.zip,2dd996d29b0a0fa32a2364af5e0416a69f96d6bdecc83b2a12ee7a1597df6b15,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_250000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_250000_steps.zip,373374e22fdc200d4e3eff66f3de6f97ea182d8ce04c258554405642ab2bec55,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_300000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_300000_steps.zip,4ea2459feade33d6c2c07600f8c2793fd1901b3df0ee771646bdfc0bd8fe4e27,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_350000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_350000_steps.zip,bb2ae849ff49140ae3c213012400b3c64303733dd4bd38cd689bd80843e10cdc,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_400000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_400000_steps.zip,7f98153508903ca766edadec37e3c1c3a07c879c73a3ecebd37fd143f5109cb1,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_450000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_450000_steps.zip,89381f901da9f3c713dfa0fb14d46cef41b601991ef84a91f6acade6f3dafc3b,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_500000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_500000_steps.zip,ce17ffc5b62c8ce91a8ef95bd7d0bebbb2774a3b7212ae90e896790d50f96c5a,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_50000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_50000_steps.zip,29464201f61b677fd854891f7ae958d09df8553c38ce084627cc83c7f5c740d5,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_550000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_550000_steps.zip,4e48b2b06f1e62b819baa64aad441080efcb0359a1636f34b3eb77d9a15369c6,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_600000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_600000_steps.zip,8f868ded108413bb3ebe2a8d4e4039235020cd7659795d5d668016c588e42019,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_650000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_650000_steps.zip,8a14335552958bdbfad480c8dec8292333add3cf2870bdcd6c23a08972a60d96,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_700000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_700000_steps.zip,370785c243c3f0f447a1b960f09b086105fd935582be77323ef58faf012eaff7,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
data/processed/ppo_checkpoints/ppo_irrigation_750000_steps.zip,data/processed/invalidated/legacy_v1/ppo_checkpoints/ppo_irrigation_750000_steps.zip,0f339f8c2a1c47b6e74f0bdabfc73de3b87a857131b805897eac8e21ad92f91c,src/rl/train_ppo.py,"single-season prototype: each crop simulated in isolation starting near field capacity, no rotation chain / annual quota / fallow bridge; invalidated by the system upgrade (docs/系统升级方案.md) and audit-v2 fixes (P0-1/P0-2); prototype only, not for final claims",no
